用例编号,所属项目,所属模块,相关需求,用例标题,前置条件,步骤,预期,实际情况,关键词,优先级,用例类型,适用阶段,用例状态,B,R,S,结果,由谁创建,创建日期,最后修改者,修改日期,用例版本,相关用例
XYGL_49,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_晨考记录查询_班级全部方向第全部考勤结束大于当前,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入晨考记录子模块
3.存在学员信息A
姓名：张三
班级：WNCDC034
方向：公共
考勤时间：2020-05-12
4.存在学员信息B
姓名：李四
班级：WNCDC034
方向：公共
考勤时间：2020-05-11","1.选择班级：WNCDC034
2.选择方向：公共
3.考勤结束时间：2020-05-15
4.点击查询按钮","1.选择班级成功，信息展示正常
2.选择方向成功，信息展示正常
3.选择考勤结束时间成功，信息展示正常
4.查询成功，展示学生信息A、B",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_50,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_晨考记录查询_班级全部方向全部考勤开始大于结束,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入晨考记录子模块
3.存在学员信息A
姓名：张三
班级：WNCDC034
方向：公共
考勤时间：2020-05-12
4.存在学员信息B
姓名：李四
班级：WNCDC034
方向：公共
考勤时间：2020-05-11","1.选择班级：全部
2.选择方向：全部
3.考勤开始时间：2020-05-12
4.考勤结束时间：2020-05-9
5.点击查询按钮","1.选择班级成功，信息展示正常
2.选择方向成功，信息展示正常
3.选择考勤开始时间成功，信息展示正常
4.选择考勤结束时间成功，信息展示正常
5.查询成功，展示学生信息为空",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_51,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_晨考记录查询_班级第一个方向测试有效时间,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入晨考记录子模块
3.存在学员信息A
姓名：张三
班级：WNCDC001
方向：公共
考勤时间：2020-05-12
4.存在学员信息B
姓名：李四
班级：WNCDC035
方向：测试
考勤时间：2020-05-11","1.选择班级：WNCDC035
2.选择方向：测试
3.考勤结束时间：2020-05-9
4.点击查询按钮","1.选择班级成功，信息展示正常
2.选择方向成功，信息展示正常
3.选择考勤结束时间成功，信息展示正常
4.查询成功，展示学生信息B",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_52,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_晨考记录查询_班级最后一个方向公共有效时间,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入晨考记录子模块
3.存在学员信息A
姓名：张三
班级：WNCDC001
方向：公共
考勤时间：2020-05-12
4.存在学员信息B
姓名：李四
班级：WNCDC035
方向：测试
考勤时间：2020-05-11","1.选择班级：WNCDC001
2.选择方向：公共
3.考勤结束时间：2020-05-9
4.点击查询按钮","1.选择班级成功，信息展示正常
2.选择方向成功，信息展示正常
3.选择考勤结束时间成功，信息展示正常
4.查询成功，展示学生信息A",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_53,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_晨考记录查询_班级第一个方向开发有效时间,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入晨考记录子模块
3.存在学员信息A
姓名：张三
班级：WNCDC001
方向：公共
考勤时间：2020-05-12
4.存在学员信息B
姓名：李四
班级：WNCDC035
方向：开发
考勤时间：2020-05-11","1.选择班级：WNCDC035
2.选择方向：开发
3.考勤结束时间：2020-05-9
4.点击查询按钮","1.选择班级成功，信息展示正常
2.选择方向成功，信息展示正常
3.选择考勤结束时间成功，信息展示正常
4.查询成功，展示学生信息B",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_54,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段查询_各输入框下拉框功能检查,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块","1.对各个输入框进行输入
2.对各个下拉框进行选择","1.输入框能正常输入，数据显示正常
2.下拉框能正常选择，数据显示正常",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_55,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段查询_界面检查,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块",1.界面检查,1.界面完整，数据显示正常,,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_56,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段查询_班级第一个方向全部,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块
3.存在学员信息A
姓名：张三
班级：WNCDC035
方向：开发
4.存在学员信息B
姓名：张三
班级：WNCDC001
方向：测试","1.选择班级：WNCDC035
2.选择方向：全部
3.点击查询按钮","1.选择班级成功，信息展示正常
2.选择方向成功，信息展示正常
3.查询成功，展示学生信息A",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_57,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段查询_班级随机方向公共,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块
3.存在学员信息A
姓名：张三
班级：WNCDC032
方向：公共
4.存在学员信息B
姓名：张三
班级：WNCDC001
方向：测试","1.选择班级：WNCDC032
2.选择方向：公共
3.点击查询按钮","1.选择班级成功，信息展示正常
2.选择方向成功，信息展示正常
3.查询成功，展示学生信息A",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_58,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段查询_班级最后一个方向开发,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块
3.存在学员信息A
姓名：张三
班级：WNCDC032
方向：公共
4.存在学员信息B
姓名：张三
班级：WNCDC001
方向：开发","1.选择班级：WNCDC001
2.选择方向：开发
3.点击查询按钮","1.选择班级成功，信息展示正常
2.选择方向成功，信息展示正常
3.查询成功，展示学生信息B",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_59,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段查询_班级随机方向测试,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块
3.存在学员信息A
姓名：张三
班级：WNCDC032
方向：公共
4.存在学员信息B
姓名：张三
班级：WNCDC002
方向：测试","1.选择班级：WNCDC002
2.选择方向：测试
3.点击查询按钮","1.选择班级成功，信息展示正常
2.选择方向成功，信息展示正常
3.查询成功，展示学生信息B",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_60,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段查询_班级随机方向随机姓名,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块
3.存在学员信息A
姓名：张三
班级：WNCDC032
方向：公共
4.存在学员信息B
姓名：张三
班级：WNCDC002
方向：测试","1.选择班级：WNCDC002
2.选择方向：测试
3.输入姓名：张三
3.点击查询按钮","1.选择班级成功，信息展示正常
2.选择方向成功，信息展示正常
3.查询成功，展示学生信息B",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_61,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段录入_界面检查,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块
3.存在1条学员信息","1.点击学员信息测评按钮
2.界面检查","1.点击成功，弹出“阶段考核记录查看与录入”界面
2.界面完整，数据显示正常",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_62,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段录入_阶段全部成绩小于0,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块
3.存在1条学员信息
4.点击学员信息测评按钮","1.选择阶段：全部
2.输入成绩：-1
3.点击保存按钮","1.选择阶段成功，信息展示正常
2.输入成绩成功，信息展示正常
3.保存失败，弹出提示框：“保存失败”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_63,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段录入_公共基础阶段成绩等于0,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块
3.存在1条学员信息
4.点击学员信息测评按钮","1.选择阶段：公共基础阶段
2.输入成绩：0
3.点击保存按钮","1.选择阶段成功，信息展示正常
2.输入成绩成功，信息展示正常
3.保存成功",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_64,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段录入_专业第一阶段成绩大于0,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块
3.存在1条学员信息
4.点击学员信息测评按钮","1.选择阶段：专业第一阶段
2.输入成绩：100
3.点击保存按钮","1.选择阶段成功，信息展示正常
2.输入成绩成功，信息展示正常
3.保存成功",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_65,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段录入_专业第二阶段成绩为空,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块
3.存在1条学员信息
4.点击学员信息测评按钮","1.选择阶段：专业第二阶段
2.点击保存按钮","1.选择阶段成功，信息展示正常
2.保存失败，弹出提示框：“保存失败”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_66,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段录入_专业第三阶段_成绩为汉字,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块
3.存在1条学员信息
4.点击学员信息测评按钮","1.选择阶段：专业第三阶段
2.输入成绩：一百
3.点击保存按钮","1.选择阶段成功，信息展示正常
2.输入成绩成功，信息展示正常
3.保存失败，弹出提示框：“保存失败”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_67,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段录入_项目实战阶段成绩为字母转就业否,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块
3.存在1条学员信息
4.点击学员信息测评按钮","1.选择阶段：项目实战阶段
2.输入成绩：hundred
3.转就业：否
4.点击保存按钮","1.选择阶段成功，信息展示正常
2.输入成绩成功，信息展示正常
3.转就业选择成功，信息展示正常
4.保存失败，弹出提示框：“保存失败”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_68,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段录入_项目实战阶段成绩为特殊字符转就业否,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块
3.存在1条学员信息
4.点击学员信息测评按钮","1.选择阶段：项目实战阶段
2.输入成绩：@#￥%
3.转就业：否
4.点击保存按钮","1.选择阶段成功，信息展示正常
2.输入成绩成功，信息展示正常
3.转就业选择成功，信息展示正常
4.保存失败，弹出提示框：“保存失败”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_69,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段录入_项目实战阶段成绩为100转就业是,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块
3.存在1条学员信息
4.点击学员信息测评按钮","1.选择阶段：专业第三阶段
2.输入成绩：100
3.转就业：是
3.点击保存按钮","1.选择阶段成功，信息展示正常
2.输入成绩成功，信息展示正常
3.转就业选择成功，信息展示正常
4.保存失败，弹出提示框：“保存失败”",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_70,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段录入_上条用例是否在就业管理生成信息,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块
3.完成上条用例","1.点击就业管理模块
2.查看技术面试页面是否新增一条学员信息","1.点击成功，跳转到就业管理模块
2.技术面试页面新增一条学员信息数据",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_71,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段降级_界面检查,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块
3.存在1条学员信息","1.点击学员信息降级按钮
2.界面检查","1.点击成功，弹出“降级”界面
2.界面完整，数据显示正常",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_72,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段降级_方向公共班级第一个,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块
3.存在学员信息
班级：WNCDC034
方向：公共","1.选择降级方向：公共
2.选择降级班级：WNCDC035
3.点击保存按钮","1.方向选择成功，信息展示正常
2.班级选择成功，信息展示正常
3.保存成功",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_73,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段降级_方向开发班级最后一个,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块
3.存在学员信息
班级：WNCDC034
方向：公共","1.选择降级方向：开发
2.选择降级班级：WNCDC001
3.点击保存按钮","1.方向选择成功，信息展示正常
2.班级选择成功，信息展示正常
3.保存成功",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_74,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评阶段降级_方向测试班级随机,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评阶段子模块
3.存在学员信息
班级：WNCDC034
方向：公共","1.选择降级方向：测试
2.选择降级班级：WNCDC033
3.点击保存按钮","1.方向选择成功，信息展示正常
2.班级选择成功，信息展示正常
3.保存成功",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_75,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评记录查询_界面检查,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评记录子模块",1.界面检查,1.界面完整，数据显示正常,,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_76,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评记录查询_各下拉框输入框功能检查,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评记录子模块
","1.对各个输入框进行输入
2.对各个下拉框进行选择","1.输入框能正常输入，数据显示正常
2.下拉框能正常选择，数据显示正常",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_77,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评记录查询_班级第一个方向全部阶段全部,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评记录子模块
3.存在学员信息A
姓名：张三
班级：WNCDC035
方向：公共
阶段：公共基础阶段
4.存在学员信息B
姓名：李四
班级：WNCDC034
方向：公共
阶段：公共基础阶段","1.班级选择WNCDC035
2.方向选择全部
3.阶段选择全部
4.点击查询","1.班级选择成功
2.方向选择成功
3.阶段选择成功
4.显示A信息",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_78,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评记录查询_班级随机方向公共公共基础阶段,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评记录子模块
3.存在学员信息A
姓名：张三
班级：WNCDC034
方向：公共
阶段：公共基础阶段
4.存在学员信息B
姓名：李四
班级：WNCDC034
方向：测试
阶段：公共基础阶段","1.班级选择WNCDC034
2.方向选择公共
3.阶段选择公共基础
4.点击查询","1.班级选择成功
2.方向选择成功
3.阶段选择成功
4.显示A信息",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_79,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评记录查询_班级最后一个方向开发专业第一阶段,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评记录子模块
3.存在学员信息A
姓名：张三
班级：WNCDC001
方向：开发
阶段：专业第一阶段
4.存在学员信息B
姓名：李四
班级：WNCDC034
方向：测试
阶段：公共基础阶段","1.班级选择WNCDC001
2.方向选择开发
3.专业第一阶段
4.点击查询","1.班级选择成功
2.方向选择成功
3.阶段选择成功
4.显示A信息",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_80,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评记录查询_班级随机方向测试专业第二阶段,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评记录子模块
3.存在学员信息A
姓名：张三
班级：WNCDC027
方向：测试
阶段：专业第二阶段
4.存在学员信息B
姓名：李四
班级：WNCDC034
方向：测试
阶段：公共基础阶段","1.班级选择WNCDC027
2.方向选择测试
3.专业第二阶段
4.点击查询","1.班级选择成功
2.方向选择成功
3.阶段选择成功
4.显示A信息",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_81,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评记录查询_班级随机方向随机专业第三阶段,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评记录子模块
3.存在学员信息A
姓名：张三
班级：WNCDC028
方向：测试
阶段：专业第三阶段
4.存在学员信息B
姓名：李四
班级：WNCDC034
方向：测试
阶段：公共基础阶段","1.班级选择WNCDC028
2.方向选择测试
3.专业第三阶段
4.点击查询","1.班级选择成功
2.方向选择成功
3.阶段选择成功
4.显示A信息",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_82,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评记录查询_班级随机方向随机项目实战阶段,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入测评记录子模块
3.存在学员信息A
姓名：张三
班级：WNCDC029
方向：测试
阶段：项目实战
4.存在学员信息B
姓名：李四
班级：WNCDC034
方向：测试
阶段：公共基础阶段","1.班级选择WNCDC029
2.方向选择测试
3.项目实战阶段
4.点击查询","1.班级选择成功
2.方向选择成功
3.阶段选择成功
4.显示A信息",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_83,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_班级管理查询_界面检查,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入班级管理子模块",1.界面检查,1.界面完整，数据显示正常,,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_84,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_班级管理查询_查询功能检查,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入班级管理子模块
3.存在学员信息A
姓名：张三
4.存在学员信息B
姓名：李四","1.输入姓名：张三
2.点击查询按钮","1.姓名输入成功，信息展示正常
2.查询成功，展示学员信息A",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_85,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_班级管理查询_勾选功能检查,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入班级管理子模块
3.存在10条学员信息","1.单独点击一条学员信息的勾选框
2.点击信息展示列表的第一行第一列的勾选框","1.学员信息勾选成功
2.所有学员信息勾选成功",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_86,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_班级管理分班_分班到第一个方向公共,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入班级管理子模块
3.存在10条学员信息","1.单独点击一条学员信息的勾选框
2.选择分班到：WNCDC035
3.选择方向：公共
4.点击确认按钮
5.点击确定按钮","1.学员信息勾选成功
2.分班选择成功，信息展示正常
3.方向选择成功，信息展示正常
4.点击成功，弹出提示框“确定将勾选的1位学生分到公共035期班吗?”
5.点击成功，弹出提示框“处理完毕”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_87,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_班级管理分班_分班到最后一个方向开发,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入班级管理子模块
3.存在10条学员信息","1.单独点击一条学员信息的勾选框
2.选择分班到：WNCDC001
3.选择方向：开发
4.点击确认按钮
5.点击确定按钮","1.学员信息勾选成功
2.分班选择成功，信息展示正常
3.方向选择成功，信息展示正常
4.点击成功，弹出提示框“确定将勾选的1位学生分到开发001期班吗?”
5.点击成功，弹出提示框“处理完毕”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_88,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_班级管理分班_分班到随机班级方向测试,"1.使用讲师账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入班级管理子模块
3.存在10条学员信息","1.单独点击一条学员信息的勾选框
2.选择分班到：WNCDC034
3.选择方向：测试
4.点击确认按钮
5.点击确定按钮","1.学员信息勾选成功
2.分班选择成功，信息展示正常
3.方向选择成功，信息展示正常
4.点击成功，弹出提示框“确定将勾选的1位学生分到测试034期班吗?”
5.点击成功，弹出提示框“处理完毕”",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_89,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排查询_界面检查,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块",1.界面检查,1.界面完整，数据显示正常,,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_90,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排查询_讲师第一个,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师",1.选择讲师：第一个讲师,1.讲师选择成功，信息展示讲师的所有课程信息,,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_91,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排查询_讲师最后一个,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师",1.选择讲师：最后一个讲师,1.讲师选择成功，信息展示讲师的所有课程信息,,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_92,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排查询_讲师随机,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师",1.选择讲师：随机一个讲师,1.讲师选择成功，信息展示讲师的所有课程信息,,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_93,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排排课_界面检查,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师","1.点击新增排课按钮
2.界面检查","1.点击按钮成功，弹出“新增排课”界面
2.界面完整，数据显示正常",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_94,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排排课_结束小于开始讲师随机状态正常教室第一个班级第一个方向公共课程第一个,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师
4.点击新增排课按钮
5.选择第1个讲师进行排课","1.选择开始时间：当前时间
2.选择结束时间：开始时间-30
3.状态：正常
4.教室：教室一
5.班级：WNCDC035
6.方向：公共
7.课程安排：基础阶段第一周
8.点击保存并关闭","1.开始时间选择成功，信息展示正常
2.结束时间选择成功，信息展示正常
3.状态选择成功，信息展示正常
4.教室选择成功，信息展示正常
5.班级选择成功，信息展示正常
6.方向选择成功，信息展示正常
7.课程安排选择成功，信息展示正常
8.保存失败，弹出提示框“排课信息填写有误”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_95,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排排课_开始小于当前讲师随机状态正常教室随机班级随机方向公共课程最后一个,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师
4.点击新增排课按钮
5.选择第1个讲师进行排课","1.选择开始时间：当前时间-3
2.选择结束时间：开始时间+30
3.状态：正常
4.教室：教室一
5.班级：WNCDC035
6.方向：公共
7.课程安排：基础阶段第四周
8.点击保存并关闭","1.开始时间选择成功，信息展示正常
2.结束时间选择成功，信息展示正常
3.状态选择成功，信息展示正常
4.教室选择成功，信息展示正常
5.班级选择成功，信息展示正常
6.方向选择成功，信息展示正常
7.课程安排选择成功，信息展示正常
8.保存失败，弹出提示框“排课信息填写有误”",,,3,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
XYGL_96,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排排课_有效日期讲师随机状态休息教室最后一个班级最后一个方向开发课程第一个,"1.使用教学主管账号登陆WoniuBoss系统，进入学员管理模块，已解密
2.进入课程安排子模块
3.存在10个讲师
4.点击新增排课按钮
5.选择第1个讲师进行排课","1.选择开始时间：当前时间
2.选择结束时间：开始时间+30
3.状态：休息
4.教室：教室九
5.班级：WNCDC001
6.方向：开发
7.课程安排：第一阶段第一周
8.点击保存并关闭","1.开始时间选择成功，信息展示正常
2.结束时间选择成功，信息展示正常
3.状态选择成功，信息展示正常
4.教室选择成功，信息展示正常
5.班级选择成功，信息展示正常
6.方向选择成功，信息展示正常
7.课程安排选择成功，信息展示正常
8.保存成功，弹出提示框“排课完毕”",,,1,功能测试,"
功能测试阶段",正常,0,0,0,,李鹏,43960,,0000-00-00,1,
